Name,Age,Gender,Phone,EmailID,City,Location,Grade_10,Grade_12,JEE,CUET,Stream
Vihaan Singh,20,Male,914416762187,vihaansingh@gmail.com,Ahmedabad,Urban,51.03,70.35,199.96,452.19,B.Sc Data Science
Sai Johnson,20,Female,916949471553,saijohnson@gmail.com,Ahmedabad,Rural,95.36,93.18,229.55,686.76,B.Tech CS
Ishaan Miller,18,Female,915173281629,ishaanmiller@gmail.com,Delhi,Semi-Urban,52.68,75.17,145.72,647.42,B.Tech Civil
Vihaan Johnson,20,Male,918907613187,vihaanjohnson@gmail.com,Dubai,Rural,77.56548998375746,52.09,262.32,760.34,B.Tech CS
Aditya Taylor,20,Female,914680715451,adityataylor@gmail.com,London,Semi-Urban,91.25,50.06,,,B.Tech ECE
Sai Verma,17,Male,913997738792,saiverma@gmail.com,Toronto,Semi-Urban,99.56,69.5,187.52,613.38,B.Tech Mechanical
Krishna Johnson,18,Male,919484002730,krishnajohnson@gmail.com,Mumbai,Semi-Urban,92.61,71.71,178.13,754.09,B.Tech ECE
Shaurya Wilson,19,Male,912234614466,shauryawilson@gmail.com,Bengaluru,,81.21,97.38,100.0,100.0,BCA
Aditya Johnson,20,Male,913897547011,adityajohnson@gmail.com,Bengaluru,Urban,75.37,100.0,100.0,100.0,BCA
Aarav Sharma,17,Male,916707603453,aaravsharma@gmail.com,Toronto,Semi-Urban,77.56548998375746,54.38,131.0,510.5,B.Sc Data Science
Krishna Miller,19,Female,914934768893,krishnamiller@gmail.com,Sydney,Rural,72.07,77.22531926406927,100.0,,BCA
Aarav Miller,17,Male,912717209840,aaravmiller@gmail.com,Bengaluru,Rural,99.76,92.15,100.0,100.0,BCA
Vivaan Verma,19,Female,913167014104,vivaanverma@gmail.com,Sydney,Semi-Urban,56.86,51.37,152.47,539.17,B.Sc Data Science
Ishaan Verma,20,Female,917880302492,ishaanverma@gmail.com,Hyderabad,Semi-Urban,83.82,50.1,283.97,624.02,B.Tech ECE
Krishna Wilson,17,Male,910430241935,krishnawilson@gmail.com,New York,Rural,92.03,,254.91,,B.Tech ECE
Arjun Wilson,19,Female,913188645947,arjunwilson@gmail.com,Sydney,Urban,52.87,90.7,266.23,629.6,B.Tech ECE
Vihaan Johnson,17,Female,916827567043,vihaanjohnson@gmail.com,Delhi,Urban,93.59,61.62,289.49,657.87,B.Tech CS
Atharv Brown,20,Male,918667519653,atharvbrown@gmail.com,Toronto,Rural,100.0,100.0,100.0,100.0,BCA
Atharv Taylor,18,Male,918586804394,atharvtaylor@gmail.com,Bengaluru,Semi-Urban,50.7,99.83,,664.13,B.Tech ECE
Shaurya Johnson,17,Male,915502130609,shauryajohnson@gmail.com,Mumbai,Rural,88.43,55.98,144.9,651.31,B.Tech Civil
Vihaan Verma,17,Female,917245307624,vihaanverma@gmail.com,Sydney,Rural,61.39,74.33,244.75,573.14,B.Tech Mechanical
Arjun Johnson,17,Female,919704648555,arjunjohnson@gmail.com,Delhi,Semi-Urban,70.23,86.61,132.6,513.13,B.Sc Data Science
Sai Taylor,20,Female,919798367607,saitaylor@gmail.com,Ahmedabad,Semi-Urban,96.29,77.22531926406927,100.0,100.0,BCA
Aditya Singh,18,Female,918523461512,adityasingh@gmail.com,Delhi,Rural,94.6,77.22531926406927,100.0,100.0,BCA
Atharv Singh,17,Female,917780973397,atharvsingh@gmail.com,Toronto,Rural,72.09,80.06,101.31,752.87,B.Tech Mechanical
Atharv Brown,20,Male,916065274033,atharvbrown@gmail.com,Ahmedabad,Rural,91.63,51.18,185.5,552.96,B.Tech Civil
Krishna Wilson,20,Female,912266025626,krishnawilson@gmail.com,New York,,91.72,100.0,100.0,100.0,BCA
Vihaan Verma,20,Male,911096789940,vihaanverma@gmail.com,New York,Urban,80.3,,,483.5,B.Tech Civil
Atharv Brown,20,Female,917153902262,atharvbrown@gmail.com,Ahmedabad,Rural,,61.81,,417.08,B.Sc IT
Ishaan Johnson,20,Male,914144877747,ishaanjohnson@gmail.com,London,Urban,79.21,82.95,115.47,787.58,B.Tech ECE
Sai Singh,17,Male,911744851954,saisingh@gmail.com,Ahmedabad,Urban,100.0,75.25999999999999,100.0,100.0,BCA
Shaurya Johnson,18,Male,919907077309,shauryajohnson@gmail.com,Bengaluru,Urban,77.56548998375746,,291.4,,B.Tech Civil
Arjun Miller,20,Male,915114101089,arjunmiller@gmail.com,London,Semi-Urban,77.56548998375746,67.55,223.49,522.97,B.Tech Civil
Atharv Johnson,20,Female,911436462969,atharvjohnson@gmail.com,Mumbai,Rural,84.6,84.03,182.34701123021952,100.0,BCA
Aditya Brown,17,Male,913083566910,adityabrown@gmail.com,London,Urban,84.25,53.63,288.06,485.14,B.Tech Mechanical
Aditya Singh,19,Female,919845989090,adityasingh@gmail.com,London,Rural,96.5,51.4,,609.78,B.Tech Civil
Shaurya Miller,19,Female,916973577907,shauryamiller@gmail.com,Delhi,Rural,53.38,81.68,298.84,670.77,B.Tech CS
Atharv Miller,17,Female,910051405468,atharvmiller@gmail.com,Hyderabad,Rural,87.59,86.28,294.77,681.06,B.Tech CS
Aditya Verma,19,Male,915608319126,adityaverma@gmail.com,Mumbai,Rural,,77.32,248.86,611.32,B.Tech ECE
Arjun Wilson,20,Female,918018569454,arjunwilson@gmail.com,Ahmedabad,Urban,81.77000000000001,93.21,100.0,100.0,BCA
Shaurya Taylor,17,Female,913044567598,shauryataylor@gmail.com,Hyderabad,Urban,77.56548998375746,87.86,141.83,479.53,B.Sc Data Science
Aarav Wilson,20,Female,914869935883,aaravwilson@gmail.com,Toronto,Semi-Urban,77.56548998375746,97.06,236.83,759.92,B.Tech CS
Vihaan Sharma,17,Female,919480298908,vihaansharma@gmail.com,Sydney,Semi-Urban,76.41,53.51,175.97,564.87,B.Tech Civil
Vihaan Sharma,19,Female,917627451160,vihaansharma@gmail.com,Sydney,Semi-Urban,98.95,92.44,293.6,628.18,B.Tech CS
Shaurya Singh,17,Male,911655852398,shauryasingh@gmail.com,London,Semi-Urban,65.00999999999999,61.95,100.0,100.0,BCA
Vivaan Khan,19,Female,919014599670,vivaankhan@gmail.com,London,Semi-Urban,58.98,80.85,263.91,575.68,B.Tech ECE
Krishna Miller,17,Male,916289177566,krishnamiller@gmail.com,Bengaluru,Urban,90.17,82.33,138.95,443.36,B.Sc Data Science
Krishna Wilson,18,Male,917222155325,krishnawilson@gmail.com,Mumbai,Urban,69.62,93.25,137.52,749.5,B.Tech ECE
Vivaan Sharma,18,Male,916897317367,vivaansharma@gmail.com,Delhi,Urban,100.0,77.22531926406927,100.0,100.0,BCA
Shaurya Miller,18,Female,918173868165,shauryamiller@gmail.com,Bengaluru,Semi-Urban,72.1,80.63,100.0,100.0,BCA
Aarav Sharma,20,Male,914466669483,aaravsharma@gmail.com,London,Semi-Urban,90.98,84.0,213.01,523.72,B.Tech Mechanical
Vivaan Taylor,20,Female,915716632824,vivaantaylor@gmail.com,London,Urban,50.87,89.19,124.06,564.21,B.Sc Data Science
Shaurya Khan,17,Male,913315349762,shauryakhan@gmail.com,Delhi,Rural,64.34,81.92,267.94,786.68,B.Tech CS
Aarav Sharma,19,Female,914350238503,aaravsharma@gmail.com,Toronto,Urban,90.28,78.19,222.0,734.0,B.Tech CS
Krishna Wilson,20,Male,916453454722,krishnawilson@gmail.com,Hyderabad,Semi-Urban,82.25,79.96,,738.36,B.Tech CS
Sai Wilson,19,Male,910722395672,saiwilson@gmail.com,Delhi,Rural,68.89,89.06,242.15,720.29,B.Tech CS
Vihaan Singh,19,Male,911380115576,vihaansingh@gmail.com,Dubai,Rural,100.0,98.61,100.0,,BCA
Ishaan Brown,18,Male,910163287083,ishaanbrown@gmail.com,Delhi,Rural,56.67,73.23,206.23,623.57,B.Tech Mechanical
Sai Verma,20,Female,912714570658,saiverma@gmail.com,London,Semi-Urban,71.79,,284.62,485.67,B.Tech Mechanical
Aditya Wilson,20,Male,915646160762,adityawilson@gmail.com,London,Rural,60.92,76.29,287.88,404.13,B.Tech Civil
Arjun Sharma,17,Male,914568848657,arjunsharma@gmail.com,Hyderabad,Rural,64.69,,,550.81,B.Tech Civil
Vihaan Sharma,20,Male,914283167232,vihaansharma@gmail.com,Ahmedabad,Rural,91.84,62.61,156.15,446.27,B.Sc Data Science
Ishaan Miller,18,Female,919968650660,ishaanmiller@gmail.com,Delhi,Urban,70.1,66.84,286.94,559.51,B.Tech ECE
Aarav Brown,19,Male,919106166910,aaravbrown@gmail.com,Mumbai,Semi-Urban,86.34,81.82,132.01,500.02,B.Sc Data Science
Aarav Sharma,17,Male,917683528137,aaravsharma@gmail.com,Bengaluru,,82.2,100.0,100.0,100.0,BCA
Krishna Sharma,19,Male,913628175060,krishnasharma@gmail.com,Dubai,Rural,85.71,73.24,290.16,613.75,B.Tech CS
Vihaan Taylor,17,Male,916871568910,vihaantaylor@gmail.com,Dubai,Semi-Urban,71.9,93.64,223.58,615.09,B.Tech ECE
Aditya Johnson,20,Male,915834926389,adityajohnson@gmail.com,Sydney,Rural,82.24,63.47,164.76,643.6,B.Tech Civil
Aditya Patel,20,Female,917251996636,adityapatel@gmail.com,New York,Semi-Urban,52.29,83.52,188.62,510.95,B.Tech Civil
Vivaan Patel,18,Female,916704447186,vivaanpatel@gmail.com,Dubai,Rural,82.97,61.37,220.56,501.58,B.Tech Civil
Vivaan Patel,19,Female,912699519062,vivaanpatel@gmail.com,Bengaluru,Urban,68.51,77.22531926406927,263.93,414.95,B.Tech Civil
Arjun Sharma,17,Female,918099589282,arjunsharma@gmail.com,Ahmedabad,Semi-Urban,77.56548998375746,82.2,245.08,475.63,B.Tech Civil
Arjun Verma,17,Male,910147391298,arjunverma@gmail.com,Hyderabad,Rural,75.99,64.09,296.65,,B.Tech CS
Sai Sharma,20,Male,915130696721,saisharma@gmail.com,Bengaluru,Semi-Urban,55.34,69.41,148.47,579.96,B.Sc Data Science
Vihaan Taylor,19,Male,910101278969,vihaantaylor@gmail.com,New York,Urban,98.34,80.52,141.68,703.64,B.Tech ECE
Aarav Sharma,19,Female,914350238503,aaravsharma@gmail.com,Toronto,Urban,90.28,78.19,222.0,734.0,B.Tech CS
Arjun Patel,19,Male,918916498373,arjunpatel@gmail.com,New York,,73.2,92.49,100.0,100.0,BCA
Vivaan Khan,19,Male,916210840157,vivaankhan@gmail.com,Dubai,Semi-Urban,74.82,82.58,178.94,683.64,B.Tech Mechanical
Vivaan Johnson,20,Female,910074326284,vivaanjohnson@gmail.com,Hyderabad,Urban,100.0,96.03,182.34701123021952,100.0,BCA
Vihaan Sharma,20,Female,914247388523,vihaansharma@gmail.com,Toronto,Semi-Urban,83.46,98.52,211.91,735.51,B.Tech CS
Sai Miller,17,Female,913044500202,saimiller@gmail.com,London,Semi-Urban,90.35,62.2,198.87,645.17,B.Tech ECE
Atharv Miller,17,Female,918081403340,atharvmiller@gmail.com,New York,Urban,77.64,87.05,238.98,757.27,B.Tech CS
Vivaan Johnson,19,Female,914329876989,vivaanjohnson@gmail.com,Hyderabad,Rural,67.23,79.76,155.81,588.89,B.Tech Civil
Lucas Brown,20,Female,684808522824,lucasbrown@gmail.com,Hyderabad,Urban,77.56548998375746,93.71,288.48,649.53,B.Tech CS
Krishna Brown,19,Female,916515717923,krishnabrown@gmail.com,Mumbai,,100.0,94.29,100.0,100.0,BCA
Atharv Taylor,17,Female,918679699993,atharvtaylor@gmail.com,Sydney,Urban,100.0,77.22531926406927,100.0,100.0,BCA
Vivaan Taylor,20,Male,918379477417,vivaantaylor@gmail.com,Hyderabad,Urban,84.97,70.74,288.15,446.31,B.Tech Mechanical
Aarav Khan,17,Female,915880971861,aaravkhan@gmail.com,Ahmedabad,Urban,69.9,77.22531926406927,100.0,100.0,BCA
Benjamin Verma,20,Female,722736921916,benjaminverma@gmail.com,Delhi,Urban,77.56548998375746,69.73,215.22,745.71,B.Tech CS
Aditya Taylor,17,Male,919002950114,adityataylor@gmail.com,Toronto,Rural,95.14,91.45,189.15,646.76,B.Tech ECE
Arjun Sharma,17,Female,914680131433,arjunsharma@gmail.com,London,Urban,95.79,74.68,139.21,440.94,B.Sc Data Science
Aarav Johnson,17,Male,914643786243,aaravjohnson@gmail.com,Mumbai,Semi-Urban,53.55,63.43,183.15,570.31,B.Tech Civil
Krishna Singh,17,Male,912309586297,krishnasingh@gmail.com,Hyderabad,Semi-Urban,83.45,76.66,254.11,608.95,B.Tech ECE
Krishna Khan,20,Male,912305325260,krishnakhan@gmail.com,Mumbai,Urban,81.75,76.97,121.4,474.05,B.Sc Data Science
Sai Sharma,18,Female,915996731312,saisharma@gmail.com,Delhi,Urban,90.17,90.43,114.9,688.97,B.Tech Mechanical
Aarav Patel,20,Female,915547539641,aaravpatel@gmail.com,London,Urban,76.45,67.07,120.82,741.51,B.Tech Mechanical
Vivaan Brown,17,Male,919220269801,vivaanbrown@gmail.com,Ahmedabad,Urban,83.93,63.43,265.77,424.22,B.Tech Civil
Ishaan Miller,18,Female,917955192474,ishaanmiller@gmail.com,Delhi,Urban,53.22,83.77,297.53,785.27,B.Tech CS
Arjun Khan,18,Male,914198117963,arjunkhan@gmail.com,Hyderabad,Urban,81.28,99.79,299.74,701.22,B.Tech CS
Sai Wilson,18,Female,911080750950,saiwilson@gmail.com,Hyderabad,Rural,63.62,98.12,122.45,764.3,B.Tech ECE
Aditya Patel,20,Male,915799883594,adityapatel@gmail.com,Hyderabad,Urban,71.56,51.7,135.64,468.29,B.Sc IT
Krishna Johnson,17,Male,911536096439,krishnajohnson@gmail.com,Ahmedabad,Rural,81.58,99.15,231.04,757.94,B.Tech CS
Vivaan Patel,19,Female,918483432978,vivaanpatel@gmail.com,London,Semi-Urban,74.51,66.76,295.57,797.91,B.Tech CS
Aditya Verma,20,Male,911076031089,adityaverma@gmail.com,Mumbai,Rural,55.95,62.65,,,B.Tech Civil
Aditya Taylor,19,Male,910035808756,adityataylor@gmail.com,Hyderabad,,98.22,,100.0,100.0,BCA
Aditya Singh,18,Female,916227192173,adityasingh@gmail.com,London,Rural,87.39,66.83,187.05,582.82,B.Tech Civil
Sai Sharma,17,Female,918677550053,saisharma@gmail.com,New York,Rural,100.0,100.0,182.34701123021952,100.0,BCA
Atharv Brown,17,Male,917693477966,atharvbrown@gmail.com,Mumbai,Rural,76.83,88.12,182.34701123021952,100.0,BCA
Aarav Verma,20,Female,910316370500,aaravverma@gmail.com,Ahmedabad,Semi-Urban,59.91,59.24,267.03,473.42,B.Tech Civil
Shaurya Taylor,18,Female,912054493392,shauryataylor@gmail.com,Toronto,Urban,83.71,65.81,106.22,564.23,B.Sc Data Science
Aditya Taylor,20,Male,914414822430,adityataylor@gmail.com,Bengaluru,Rural,80.72,75.22,,752.05,B.Tech CS
Atharv Sharma,17,Female,911802031556,atharvsharma@gmail.com,Toronto,Rural,100.0,77.22531926406927,100.0,100.0,BCA
Aditya Miller,18,Female,910996567895,adityamiller@gmail.com,London,Rural,94.88,67.75,294.48,777.66,B.Tech CS
Aarav Verma,19,Male,913431629235,aaravverma@gmail.com,London,Urban,56.19,61.93,,,B.Tech Civil
Vivaan Wilson,20,Female,911960791172,vivaanwilson@gmail.com,Dubai,Urban,81.86,100.0,100.0,100.0,BCA
Alexander Brown,18,Male,780205109328,alexanderbrown@gmail.com,Bengaluru,Semi-Urban,77.56548998375746,78.02,171.72,698.04,B.Tech ECE
Krishna Wilson,18,Female,910280041770,krishnawilson@gmail.com,Toronto,Urban,63.49,92.53,108.58,499.28,B.Sc Data Science
Krishna Patel,17,Female,914993729952,krishnapatel@gmail.com,Hyderabad,Urban,77.56548998375746,63.87,100.0,100.0,BCA
Sai Singh,18,Female,911230160498,saisingh@gmail.com,London,Urban,,,128.46,685.41,B.Tech Civil
Aditya Patel,17,Female,913970774544,adityapatel@gmail.com,Toronto,Semi-Urban,84.91,89.5,272.71,671.56,B.Tech CS
Vivaan Singh,17,Male,914342494156,vivaansingh@gmail.com,New York,Rural,91.23,77.22531926406927,212.51,576.45,B.Tech Mechanical
Vivaan Taylor,17,Female,917440005431,vivaantaylor@gmail.com,Bengaluru,Urban,58.17,91.31,159.83,787.35,B.Tech ECE
Arjun Patel,20,Female,917483173066,arjunpatel@gmail.com,Bengaluru,Semi-Urban,60.68,98.33,282.95,434.58,B.Tech Mechanical
Aditya Patel,17,Female,910014188421,adityapatel@gmail.com,London,Urban,52.0,83.01,111.98,444.57,B.Sc IT
Atharv Khan,20,Female,914526587280,atharvkhan@gmail.com,Bengaluru,Urban,77.51,69.24,183.96,796.28,B.Tech CS
Ishaan Johnson,19,Female,914271713756,ishaanjohnson@gmail.com,Toronto,Semi-Urban,77.56548998375746,63.18,144.32,510.59,B.Sc Data Science
Vihaan Sharma,17,Female,919992665361,vihaansharma@gmail.com,Dubai,Rural,82.38,72.82,120.75,,B.Tech Civil
Sai Brown,17,Female,912665591476,saibrown@gmail.com,Bengaluru,Rural,89.38,93.62,202.18,647.84,B.Tech ECE
Ishaan Brown,18,Male,917749542106,ishaanbrown@gmail.com,Bengaluru,Semi-Urban,88.74,63.41,118.58,481.26,B.Sc IT
Ishaan Wilson,17,Male,913172113598,ishaanwilson@gmail.com,Mumbai,Rural,59.65,61.82,261.24,549.9,B.Tech Mechanical
Aarav Taylor,20,Female,916221634651,aaravtaylor@gmail.com,Sydney,Semi-Urban,70.23,65.9,122.66,493.09,B.Sc Data Science
Arjun Johnson,18,Male,918849680664,arjunjohnson@gmail.com,Mumbai,Rural,92.34,90.83,298.59,472.7,B.Tech ECE
Ishaan Singh,20,Male,915020802144,ishaansingh@gmail.com,Bengaluru,Semi-Urban,71.92,50.41,118.04,405.89,BCA
Shaurya Taylor,20,Male,910109207378,shauryataylor@gmail.com,London,Rural,66.08,83.42,260.5,756.52,B.Tech CS
Vivaan Singh,20,Male,912908505048,vivaansingh@gmail.com,Toronto,Semi-Urban,55.29,79.23,267.25,447.17,B.Tech Civil
Vivaan Brown,18,Female,914666326631,vivaanbrown@gmail.com,Sydney,Semi-Urban,93.04,77.22531926406927,208.61,730.51,B.Tech CS
Sai Miller,17,Female,912285825854,saimiller@gmail.com,New York,Rural,99.95,55.63,,,B.Tech Civil
Ishaan Taylor,20,Female,919157955462,ishaantaylor@gmail.com,Hyderabad,Rural,73.98,55.32,267.35,500.44,B.Tech Civil
Shaurya Sharma,18,Female,918253712688,shauryasharma@gmail.com,Toronto,Urban,64.37,94.77,166.73,781.87,B.Tech CS
Arjun Sharma,17,Male,917882247312,arjunsharma@gmail.com,London,Urban,69.47,96.7,284.84,717.94,B.Tech CS
Ishaan Miller,19,Female,919711491794,ishaanmiller@gmail.com,London,Urban,100.0,98.61,100.0,100.0,BCA
Krishna Sharma,17,Female,917537947631,krishnasharma@gmail.com,Sydney,Semi-Urban,60.89,62.75,242.1,406.42,B.Sc Data Science
Shaurya Sharma,20,Male,915333501626,shauryasharma@gmail.com,Bengaluru,Rural,98.71,51.78,268.62,630.48,B.Tech ECE
Vihaan Sharma,17,Female,912948563666,vihaansharma@gmail.com,Toronto,Urban,54.89,96.13,251.28,696.16,B.Tech CS
Atharv Miller,20,Female,917637203734,atharvmiller@gmail.com,Ahmedabad,Semi-Urban,61.19,94.79,172.32,593.21,B.Tech Civil
Arjun Sharma,20,Female,916580043973,arjunsharma@gmail.com,New York,Semi-Urban,77.33,80.17,255.23,785.72,B.Tech CS
Arjun Khan,17,Female,919134103897,arjunkhan@gmail.com,New York,Urban,100.0,100.0,100.0,100.0,BCA
Vihaan Patel,19,Female,913427775225,vihaanpatel@gmail.com,Dubai,Urban,50.88,54.03,179.87,,B.Tech Civil
Aarav Verma,19,Male,913431629235,aaravverma@gmail.com,London,Urban,56.19,61.93,,,B.Tech Civil
Atharv Patel,19,Male,918418757617,atharvpatel@gmail.com,London,Rural,83.98,58.09,233.98,745.13,B.Tech CS
Sai Verma,17,Female,910978497042,saiverma@gmail.com,Mumbai,Semi-Urban,71.88,92.78,191.57,669.19,B.Tech ECE
Ishaan Johnson,17,Male,914145244864,ishaanjohnson@gmail.com,Dubai,Urban,84.25,65.82,169.22,409.8,B.Sc Data Science
Shaurya Miller,18,Female,919679262552,shauryamiller@gmail.com,New York,Rural,71.05,67.47,242.28,766.26,B.Tech CS
Sai Sharma,20,Male,911200840758,saisharma@gmail.com,Sydney,Urban,56.52,73.95,235.86,605.04,B.Tech Mechanical
Sai Brown,17,Female,914205955657,saibrown@gmail.com,Ahmedabad,Semi-Urban,65.56,,100.0,,BCA
Krishna Singh,18,Female,915129986631,krishnasingh@gmail.com,Sydney,Semi-Urban,51.51,75.42,148.94,739.66,B.Tech Mechanical
Sai Miller,20,Male,918769413008,saimiller@gmail.com,Mumbai,Rural,77.56548998375746,80.79,100.0,100.0,BCA
Vivaan Johnson,20,Female,918934576494,vivaanjohnson@gmail.com,Dubai,Urban,69.32,77.22531926406927,245.73,653.11,B.Tech ECE
Atharv Wilson,18,Female,919710725636,atharvwilson@gmail.com,London,Semi-Urban,,,211.4,420.85,B.Sc Data Science
Ishaan Johnson,20,Male,912849635550,ishaanjohnson@gmail.com,Delhi,Urban,53.32,,260.52,,B.Tech CS
Krishna Patel,18,Female,916999299833,krishnapatel@gmail.com,New York,Semi-Urban,100.0,77.22531926406927,100.0,100.0,BCA
Arjun Khan,18,Male,914198117963,arjunkhan@gmail.com,Hyderabad,Urban,81.28,99.79,299.74,701.22,B.Tech CS
Atharv Taylor,20,Female,914411284842,atharvtaylor@gmail.com,Delhi,Rural,98.64,58.77,257.87,501.4,B.Tech Mechanical
William Sharma,20,Male,867490257359,williamsharma@gmail.com,Sydney,Urban,65.11,77.22531926406927,,,B.Tech Civil
Atharv Brown,18,Male,911553397531,atharvbrown@gmail.com,Toronto,Rural,56.56,99.22,265.0,550.25,B.Tech ECE
Aarav Taylor,20,Female,916221634651,aaravtaylor@gmail.com,Sydney,Semi-Urban,70.23,65.9,122.66,493.09,B.Sc IT
Vivaan Verma,20,Female,918548709986,vivaanverma@gmail.com,Delhi,Rural,77.56548998375746,89.33,100.0,100.0,BCA
Ishaan Miller,18,Female,919994994018,ishaanmiller@gmail.com,London,Urban,77.56548998375746,,276.26,724.86,B.Tech CS
Vihaan Miller,20,Male,914694725878,vihaanmiller@gmail.com,Ahmedabad,Semi-Urban,83.98,100.0,,100.0,BCA
Sai Wilson,17,Male,914011761706,saiwilson@gmail.com,Delhi,Urban,82.51,51.84,120.71,450.29,B.Sc IT
Ishaan Taylor,17,Male,917505665589,ishaantaylor@gmail.com,Dubai,Semi-Urban,100.0,69.95,100.0,100.0,BCA
Aditya Taylor,19,Male,915324126662,adityataylor@gmail.com,Mumbai,Rural,78.08,66.33,182.48,703.41,B.Tech Mechanical
Vihaan Patel,19,Female,915107622683,vihaanpatel@gmail.com,Sydney,Semi-Urban,91.67,90.31,114.42,744.71,B.Tech ECE
Vihaan Wilson,20,Male,911098532727,vihaanwilson@gmail.com,Bengaluru,Urban,71.62,73.15,294.03,752.23,B.Tech CS
Aarav Taylor,19,Male,918273459986,aaravtaylor@gmail.com,Mumbai,Semi-Urban,77.56548998375746,,,775.7,B.Tech CS
Vihaan Johnson,20,Female,918970734218,vihaanjohnson@gmail.com,Mumbai,Semi-Urban,87.85,80.68,276.56,443.46,B.Tech Mechanical
Vihaan Miller,17,Female,918306848368,vihaanmiller@gmail.com,Delhi,Rural,72.15,59.95,,534.39,B.Tech Civil
Vivaan Singh,18,Female,913648517827,vivaansingh@gmail.com,New York,Semi-Urban,74.77,60.15,252.49,427.33,B.Tech Civil
Arjun Wilson,19,Female,918971527323,arjunwilson@gmail.com,Mumbai,Urban,93.08,86.52,174.85,561.82,B.Tech Mechanical
Ishaan Sharma,19,Male,911579423873,ishaansharma@gmail.com,London,Rural,67.65,,,100.0,BCA
Arjun Miller,20,Male,913506757896,arjunmiller@gmail.com,Sydney,Semi-Urban,93.25,99.83,138.2,541.73,B.Tech Civil
Sai Singh,19,Male,910548944538,saisingh@gmail.com,Delhi,Urban,77.87,81.53,124.16,619.21,B.Tech Civil
Atharv Taylor,18,Male,910615581083,atharvtaylor@gmail.com,New York,Semi-Urban,59.92,57.85,,,B.Tech ECE
Vivaan Patel,20,Female,919112232142,vivaanpatel@gmail.com,New York,Urban,90.26,54.13,121.64,595.69,B.Sc Data Science
Aarav Sharma,20,Male,916923534848,aaravsharma@gmail.com,London,Rural,72.45,97.53,200.83,446.91,B.Tech Civil
Vihaan Khan,17,Male,916509962183,vihaankhan@gmail.com,London,Rural,72.62,56.16,249.25,795.98,B.Tech CS
Atharv Singh,18,Female,911342470649,atharvsingh@gmail.com,Bengaluru,,100.0,78.73,100.0,100.0,BCA
Aditya Verma,17,Male,914199626422,adityaverma@gmail.com,Bengaluru,Semi-Urban,97.15,66.71,217.53,579.71,B.Tech Mechanical
Shaurya Verma,19,Female,916041379640,shauryaverma@gmail.com,Mumbai,Urban,77.56548998375746,65.25,100.56,428.08,B.Sc IT
Vihaan Singh,19,Male,911380115576,vihaansingh@gmail.com,Dubai,Rural,100.0,98.61,100.0,,BCA
Arjun Sharma,19,Male,919672757844,arjunsharma@gmail.com,London,Semi-Urban,97.08,94.07,262.8,522.07,B.Tech ECE
Aditya Taylor,20,Male,917726195843,adityataylor@gmail.com,Bengaluru,Rural,77.56548998375746,67.52,171.62,617.87,B.Tech Civil
Krishna Brown,19,Female,913236533774,krishnabrown@gmail.com,London,Urban,62.61,71.66,131.72,712.56,B.Tech Mechanical
Vihaan Wilson,18,Male,913350516023,vihaanwilson@gmail.com,Bengaluru,Rural,54.79,51.42,241.74,546.26,B.Tech Civil
Vihaan Wilson,19,Female,915711305548,vihaanwilson@gmail.com,Sydney,Rural,85.1,52.29,132.83,,B.Sc IT
Aditya Khan,17,Male,915821726330,adityakhan@gmail.com,Sydney,Urban,,87.43,151.65,773.29,B.Tech ECE
Vivaan Verma,20,Female,917598332617,vivaanverma@gmail.com,Mumbai,Semi-Urban,66.04,51.4,293.93,614.52,B.Tech ECE
Krishna Verma,19,Male,918097020979,krishnaverma@gmail.com,Mumbai,Semi-Urban,71.77,62.34,273.36,440.61,B.Tech Civil
Shaurya Verma,19,Male,911287452719,shauryaverma@gmail.com,Hyderabad,Rural,,75.5,,517.83,B.Tech Civil
Ishaan Wilson,19,Male,913256238994,ishaanwilson@gmail.com,Dubai,Semi-Urban,95.6,,,405.86,B.Tech Civil
Krishna Singh,19,Male,910021824140,krishnasingh@gmail.com,Sydney,Urban,72.39,56.74,152.36,569.06,B.Sc Data Science
Aditya Miller,19,Female,913783159757,adityamiller@gmail.com,Bengaluru,Semi-Urban,95.5,83.47,,,B.Tech Mechanical
Shaurya Brown,19,Female,916850220805,shauryabrown@gmail.com,Hyderabad,Semi-Urban,85.33,87.77,290.73,669.67,B.Tech CS
Aditya Taylor,18,Male,911060920981,adityataylor@gmail.com,Dubai,Rural,,,296.68,653.79,B.Tech CS
Shaurya Brown,19,Female,916850220805,shauryabrown@gmail.com,Hyderabad,Semi-Urban,85.33,87.77,290.73,669.67,B.Tech CS
Vihaan Singh,17,Female,913597710011,vihaansingh@gmail.com,New York,Semi-Urban,62.61,72.74,145.74,515.09,B.Sc Data Science
Vihaan Wilson,17,Male,918915673446,vihaanwilson@gmail.com,Toronto,Urban,96.76,84.13,100.0,100.0,BCA
Sai Brown,17,Female,915619112949,saibrown@gmail.com,Mumbai,Urban,57.2,77.22531926406927,273.02,674.17,B.Tech CS
Aditya Khan,20,Female,917718375307,adityakhan@gmail.com,London,Semi-Urban,93.16,94.98,101.39,719.31,B.Tech Mechanical
Krishna Verma,17,Male,915634202223,krishnaverma@gmail.com,Ahmedabad,Semi-Urban,79.42,51.98,279.93,483.5,B.Tech Mechanical
